Interval Start Time,day of week,Team Name,Calls_Responsible,Handled,Calls Handled < Service Level,Calls Handled > Service Level,Abandoned_at_Fault
2020-09-21 15:00:00,Monday,Team7,1,1,1,0,0
2020-09-21 15:30:00,Monday,Team1,11,11,5,6,0
2020-09-21 15:30:00,Monday,Team3,3,3,3,0,0
2020-09-21 15:30:00,Monday,Team2,1,1,1,0,0
2020-09-21 15:30:00,Monday,Team9,1,1,1,0,0
2020-09-21 15:30:00,Monday,Team8,1,1,1,0,0
2020-09-21 15:30:00,Monday,Team5,3,3,3,0,0
2020-09-21 15:30:00,Monday,Team4,1,0,0,0,1
2020-09-21 15:30:00,Monday,Team7,1,1,1,0,0
2020-09-21 16:00:00,Monday,Team1,9,6,0,6,3
2020-09-21 16:00:00,Monday,Team3,2,2,2,0,0
2020-09-21 16:00:00,Monday,Team2,1,1,1,0,0
2020-09-21 16:00:00,Monday,Team4,0,0,0,0,0
2020-09-21 16:30:00,Monday,Team1,9,5,0,5,4
2020-09-21 16:30:00,Monday,Team3,3,2,1,1,1
2020-09-21 16:30:00,Monday,Team2,3,3,3,0,0
2020-09-21 17:00:00,Monday,Team1,3,3,0,3,0
2020-09-21 17:00:00,Monday,Team3,1,1,1,0,0
2020-09-21 17:00:00,Monday,Team2,1,1,1,0,0
2020-09-21 17:30:00,Monday,Team1,2,2,2,0,0
2020-09-21 17:30:00,Monday,Team2,1,1,1,0,0
2020-09-21 17:30:00,Monday,Team8,1,1,1,0,0
2020-09-21 18:00:00,Monday,Team1,1,1,1,0,0
2020-09-21 18:30:00,Monday,Team4,1,1,1,0,0
2020-09-22 07:00:00,Tuesday,Team1,6,5,4,1,1
2020-09-22 07:00:00,Tuesday,Team2,2,2,2,0,0
2020-09-22 07:30:00,Tuesday,Team6,1,1,1,0,0
2020-09-22 07:30:00,Tuesday,Team1,5,5,5,0,0
2020-09-22 07:30:00,Tuesday,Team3,1,1,1,0,0
2020-09-22 07:30:00,Tuesday,Team2,2,2,2,0,0
2020-09-22 08:00:00,Tuesday,Team1,3,3,2,1,0
2020-09-22 08:00:00,Tuesday,Team3,1,1,1,0,0
2020-09-22 08:30:00,Tuesday,Team6,1,1,1,0,0
2020-09-22 08:30:00,Tuesday,Team1,7,7,3,4,0
2020-09-22 08:30:00,Tuesday,Team3,5,5,5,0,0
2020-09-22 08:30:00,Tuesday,Team2,4,4,4,0,0
2020-09-22 08:30:00,Tuesday,Team4,4,4,3,1,0
2020-09-22 09:00:00,Tuesday,Team6,1,1,1,0,0
2020-09-22 09:00:00,Tuesday,Team1,11,11,11,0,0
2020-09-22 09:00:00,Tuesday,Team3,8,8,4,4,0
2020-09-22 09:00:00,Tuesday,Team2,6,6,6,0,0
2020-09-22 09:00:00,Tuesday,Team5,1,1,1,0,0
2020-09-22 09:00:00,Tuesday,Team4,4,4,4,0,0
2020-09-22 09:00:00,Tuesday,Team7,1,1,1,0,0
2020-09-22 09:30:00,Tuesday,Team1,11,11,10,1,0
2020-09-22 09:30:00,Tuesday,Team3,4,4,4,0,0
2020-09-22 09:30:00,Tuesday,Team2,3,3,3,0,0
2020-09-22 09:30:00,Tuesday,Team4,3,3,3,0,0
2020-09-22 09:30:00,Tuesday,Team7,1,1,1,0,0
2020-09-22 10:00:00,Tuesday,Team1,11,11,9,2,0
2020-09-22 10:00:00,Tuesday,Team3,1,1,1,0,0
2020-09-22 10:00:00,Tuesday,Team2,9,9,9,0,0
2020-09-22 10:00:00,Tuesday,Team9,1,1,1,0,0
2020-09-22 10:00:00,Tuesday,Team8,1,1,1,0,0
2020-09-22 10:00:00,Tuesday,Team5,1,0,0,0,1
2020-09-22 10:00:00,Tuesday,Team4,1,1,1,0,0
2020-09-22 10:30:00,Tuesday,Team1,10,10,10,0,0
2020-09-22 10:30:00,Tuesday,Team3,3,3,3,0,0
2020-09-22 10:30:00,Tuesday,Team2,2,2,2,0,0
2020-09-22 10:30:00,Tuesday,Team8,3,3,3,0,0
2020-09-22 10:30:00,Tuesday,Team5,2,2,2,0,0
2020-09-22 10:30:00,Tuesday,Team4,2,2,2,0,0
2020-09-22 11:00:00,Tuesday,Team1,13,13,9,4,0
2020-09-22 11:00:00,Tuesday,Team3,1,1,1,0,0
2020-09-22 11:00:00,Tuesday,Team2,3,3,3,0,0
2020-09-22 11:00:00,Tuesday,Team8,1,1,1,0,0
2020-09-22 11:00:00,Tuesday,Team5,1,1,1,0,0
2020-09-22 11:00:00,Tuesday,Team4,5,5,2,3,0
2020-09-22 11:30:00,Tuesday,Team6,1,1,1,0,0
2020-09-22 11:30:00,Tuesday,Team1,7,7,4,3,0
2020-09-22 11:30:00,Tuesday,Team3,2,2,2,0,0
2020-09-22 11:30:00,Tuesday,Team2,3,3,3,0,0
2020-09-22 11:30:00,Tuesday,Team8,1,1,1,0,0
2020-09-22 11:30:00,Tuesday,Team4,3,3,3,0,0
2020-09-22 11:30:00,Tuesday,Team7,1,1,1,0,0
2020-09-22 12:00:00,Tuesday,Team1,10,10,10,0,0
2020-09-22 12:00:00,Tuesday,Team3,3,3,3,0,0
2020-09-22 12:00:00,Tuesday,Team2,6,6,6,0,0
2020-09-22 12:00:00,Tuesday,Team4,4,4,4,0,0
2020-09-22 12:00:00,Tuesday,Team7,1,1,1,0,0
2020-09-22 12:30:00,Tuesday,Team6,1,1,1,0,0
2020-09-22 12:30:00,Tuesday,Team1,15,13,8,5,2
2020-09-22 12:30:00,Tuesday,Team3,1,1,1,0,0
2020-09-22 12:30:00,Tuesday,Team2,4,4,4,0,0
2020-09-22 12:30:00,Tuesday,Team9,1,1,1,0,0
2020-09-22 12:30:00,Tuesday,Team4,4,4,4,0,0
2020-09-22 12:30:00,Tuesday,Team7,0,0,0,0,0
2020-09-22 13:00:00,Tuesday,Team1,12,12,12,0,0
2020-09-22 13:00:00,Tuesday,Team3,4,4,4,0,0
2020-09-22 13:00:00,Tuesday,Team2,2,2,2,0,0
2020-09-22 13:00:00,Tuesday,Team8,1,1,1,0,0
2020-09-22 13:00:00,Tuesday,Team5,3,3,2,1,0
2020-09-22 13:00:00,Tuesday,Team4,8,8,7,1,0
2020-09-22 13:00:00,Tuesday,Team7,1,1,1,0,0
2020-09-22 13:30:00,Tuesday,Team6,0,0,0,0,0
2020-09-22 13:30:00,Tuesday,Team1,5,5,5,0,0
2020-09-22 13:30:00,Tuesday,Team3,2,2,2,0,0
2020-09-22 13:30:00,Tuesday,Team2,5,5,5,0,0
2020-09-22 13:30:00,Tuesday,Team9,1,1,1,0,0
2020-09-22 13:30:00,Tuesday,Team5,1,1,1,0,0
2020-09-22 13:30:00,Tuesday,Team4,4,4,4,0,0
2020-09-22 14:00:00,Tuesday,Team6,2,2,2,0,0
2020-09-22 14:00:00,Tuesday,Team1,9,7,1,6,2
2020-09-22 14:00:00,Tuesday,Team3,5,5,5,0,0
2020-09-22 14:00:00,Tuesday,Team2,3,3,3,0,0
2020-09-22 14:00:00,Tuesday,Team5,4,4,3,1,0
2020-09-22 14:00:00,Tuesday,Team4,2,2,2,0,0
2020-09-22 14:30:00,Tuesday,Team1,13,12,9,3,1
2020-09-22 14:30:00,Tuesday,Team3,3,3,3,0,0
2020-09-22 14:30:00,Tuesday,Team2,6,6,5,1,0
2020-09-22 14:30:00,Tuesday,Team5,1,1,0,1,0
2020-09-22 14:30:00,Tuesday,Team4,1,1,1,0,0
2020-09-22 15:00:00,Tuesday,Team6,1,1,1,0,0
2020-09-22 15:00:00,Tuesday,Team1,13,13,12,1,0
2020-09-22 15:00:00,Tuesday,Team3,6,6,3,3,0
2020-09-22 15:00:00,Tuesday,Team2,5,5,4,1,0
2020-09-22 15:00:00,Tuesday,Team9,1,1,1,0,0
2020-09-22 15:00:00,Tuesday,Team5,4,4,4,0,0
2020-09-22 15:00:00,Tuesday,Team4,1,1,1,0,0
2020-09-22 15:30:00,Tuesday,Team1,12,12,12,0,0
2020-09-22 15:30:00,Tuesday,Team3,1,1,1,0,0
2020-09-22 15:30:00,Tuesday,Team2,5,5,5,0,0
2020-09-22 15:30:00,Tuesday,Team9,1,1,1,0,0
2020-09-22 15:30:00,Tuesday,Team5,3,3,3,0,0
2020-09-22 15:30:00,Tuesday,Team4,1,1,0,1,0
2020-09-22 16:00:00,Tuesday,Team1,9,9,9,0,0
2020-09-22 16:00:00,Tuesday,Team3,2,2,2,0,0
2020-09-22 16:00:00,Tuesday,Team2,1,1,1,0,0
2020-09-22 16:00:00,Tuesday,Team9,2,2,2,0,0
2020-09-22 16:00:00,Tuesday,Team5,1,0,0,0,1
2020-09-22 16:30:00,Tuesday,Team1,8,8,8,0,0
2020-09-22 16:30:00,Tuesday,Team3,2,2,1,1,0
2020-09-22 16:30:00,Tuesday,Team2,1,1,1,0,0
2020-09-22 17:00:00,Tuesday,Team1,4,3,2,1,1
2020-09-22 17:00:00,Tuesday,Team3,2,2,2,0,0
2020-09-22 17:00:00,Tuesday,Team4,0,0,0,0,0
2020-09-22 17:30:00,Tuesday,Team1,3,3,2,1,0
2020-09-22 17:30:00,Tuesday,Team3,1,1,1,0,0
2020-09-22 17:30:00,Tuesday,Team2,3,3,3,0,0
2020-09-22 17:30:00,Tuesday,Team8,0,0,0,0,0
2020-09-22 18:00:00,Tuesday,Team1,5,4,1,3,1
2020-09-22 18:00:00,Tuesday,Team2,2,2,2,0,0
2020-09-22 18:30:00,Tuesday,Team1,4,4,3,1,0
2020-09-23 07:00:00,Wednesday,Team1,2,2,2,0,0
2020-09-23 07:00:00,Wednesday,Team2,1,1,1,0,0
2020-09-23 07:30:00,Wednesday,Team1,6,6,4,2,0
2020-09-23 07:30:00,Wednesday,Team2,2,2,1,1,0
2020-09-23 08:00:00,Wednesday,Team1,8,8,8,0,0
2020-09-23 08:00:00,Wednesday,Team3,2,2,2,0,0
2020-09-23 08:00:00,Wednesday,Team2,3,3,3,0,0
2020-09-23 08:00:00,Wednesday,Team4,4,4,4,0,0
2020-09-23 08:00:00,Wednesday,Team7,0,0,0,0,0
2020-09-23 08:30:00,Wednesday,Team6,1,1,1,0,0
2020-09-23 08:30:00,Wednesday,Team1,13,13,13,0,0
2020-09-23 08:30:00,Wednesday,Team3,2,2,2,0,0
2020-09-23 08:30:00,Wednesday,Team2,6,6,6,0,0
2020-09-23 08:30:00,Wednesday,Team5,1,1,0,1,0
2020-09-23 08:30:00,Wednesday,Team4,2,2,2,0,0
2020-09-23 09:00:00,Wednesday,Team6,2,2,2,0,0
2020-09-23 09:00:00,Wednesday,Team1,8,8,8,0,0
2020-09-23 09:00:00,Wednesday,Team3,3,3,3,0,0
2020-09-23 09:00:00,Wednesday,Team2,3,3,3,0,0
2020-09-23 09:00:00,Wednesday,Team4,3,3,3,0,0
2020-09-23 09:30:00,Wednesday,Team1,16,15,15,0,1
2020-09-23 09:30:00,Wednesday,Team3,7,7,7,0,0
2020-09-23 09:30:00,Wednesday,Team2,2,2,2,0,0
2020-09-23 09:30:00,Wednesday,Team5,1,1,1,0,0
2020-09-23 09:30:00,Wednesday,Team4,6,6,6,0,0
2020-09-23 10:00:00,Wednesday,Team1,10,10,8,2,0
2020-09-23 10:00:00,Wednesday,Team3,2,2,2,0,0
2020-09-23 10:00:00,Wednesday,Team2,3,3,3,0,0
2020-09-23 10:30:00,Wednesday,Team1,7,7,7,0,0
2020-09-23 10:30:00,Wednesday,Team3,1,1,1,0,0
2020-09-23 10:30:00,Wednesday,Team2,4,4,4,0,0
2020-09-23 10:30:00,Wednesday,Team4,2,2,2,0,0
2020-09-23 11:00:00,Wednesday,Team1,10,8,2,6,2
2020-09-23 11:00:00,Wednesday,Team3,6,6,6,0,0
2020-09-23 11:00:00,Wednesday,Team2,5,5,5,0,0
2020-09-23 11:00:00,Wednesday,Team4,1,1,0,1,0
2020-09-23 11:00:00,Wednesday,Team7,2,2,2,0,0
2020-09-23 11:30:00,Wednesday,Team1,10,9,2,7,1
2020-09-23 11:30:00,Wednesday,Team3,4,4,4,0,0
2020-09-23 11:30:00,Wednesday,Team8,1,1,1,0,0
2020-09-23 11:30:00,Wednesday,Team4,8,8,5,3,0
2020-09-23 11:30:00,Wednesday,Team7,1,1,1,0,0
2020-09-23 12:00:00,Wednesday,Team1,8,7,3,4,1
2020-09-23 12:00:00,Wednesday,Team3,7,7,7,0,0
2020-09-23 12:00:00,Wednesday,Team2,3,3,3,0,0
2020-09-23 12:00:00,Wednesday,Team8,1,1,0,1,0
2020-09-23 12:00:00,Wednesday,Team5,1,1,1,0,0
2020-09-23 12:00:00,Wednesday,Team4,1,1,1,0,0
2020-09-23 12:00:00,Wednesday,Team7,1,1,1,0,0
2020-09-23 12:30:00,Wednesday,Team6,1,1,1,0,0
2020-09-23 12:30:00,Wednesday,Team1,5,5,4,1,0
2020-09-23 12:30:00,Wednesday,Team3,2,2,2,0,0
2020-09-23 12:30:00,Wednesday,Team2,3,3,3,0,0
2020-09-23 12:30:00,Wednesday,Team9,1,1,1,0,0
2020-09-23 12:30:00,Wednesday,Team5,1,1,1,0,0
2020-09-23 12:30:00,Wednesday,Team4,5,5,5,0,0
2020-09-23 13:00:00,Wednesday,Team1,14,14,14,0,0
2020-09-23 13:00:00,Wednesday,Team3,2,2,2,0,0
2020-09-23 13:00:00,Wednesday,Team2,6,6,6,0,0
2020-09-23 13:00:00,Wednesday,Team5,3,3,3,0,0
2020-09-23 13:00:00,Wednesday,Team4,2,2,2,0,0
2020-09-23 13:00:00,Wednesday,Team7,1,1,1,0,0
2020-09-23 13:30:00,Wednesday,Team1,11,11,11,0,0
2020-09-23 13:30:00,Wednesday,Team3,6,6,6,0,0
2020-09-23 13:30:00,Wednesday,Team2,7,7,7,0,0
2020-09-23 13:30:00,Wednesday,Team5,2,2,2,0,0
2020-09-23 13:30:00,Wednesday,Team4,2,2,2,0,0
2020-09-23 13:30:00,Wednesday,Team7,4,4,2,2,0
2020-09-23 14:00:00,Wednesday,Team6,2,2,2,0,0
2020-09-23 14:00:00,Wednesday,Team1,12,12,5,7,0
2020-09-23 14:00:00,Wednesday,Team3,2,2,2,0,0
2020-09-23 14:00:00,Wednesday,Team2,3,3,3,0,0
2020-09-23 14:00:00,Wednesday,Team8,1,1,1,0,0
2020-09-23 14:00:00,Wednesday,Team5,2,2,1,1,0
2020-09-23 14:00:00,Wednesday,Team7,1,1,1,0,0
2020-09-23 14:30:00,Wednesday,Team1,16,12,0,12,4
2020-09-23 14:30:00,Wednesday,Team3,3,3,3,0,0
2020-09-23 14:30:00,Wednesday,Team2,5,5,5,0,0
2020-09-23 14:30:00,Wednesday,Team9,1,1,1,0,0
2020-09-23 14:30:00,Wednesday,Team5,1,1,1,0,0
2020-09-23 14:30:00,Wednesday,Team4,1,1,0,1,0
2020-09-23 15:00:00,Wednesday,Team1,12,12,6,6,0
2020-09-23 15:00:00,Wednesday,Team3,3,3,3,0,0
2020-09-23 15:00:00,Wednesday,Team2,4,4,4,0,0
2020-09-23 15:00:00,Wednesday,Team4,3,2,1,1,1
2020-09-23 15:30:00,Wednesday,Team1,10,10,7,3,0
2020-09-23 15:30:00,Wednesday,Team3,5,5,4,1,0
2020-09-23 15:30:00,Wednesday,Team2,0,0,0,0,0
2020-09-23 15:30:00,Wednesday,Team5,2,2,0,2,0
2020-09-23 15:30:00,Wednesday,Team4,2,2,2,0,0
2020-09-23 16:00:00,Wednesday,Team1,6,6,4,2,0
2020-09-23 16:00:00,Wednesday,Team2,1,1,1,0,0
2020-09-23 16:00:00,Wednesday,Team8,1,1,1,0,0
2020-09-23 16:30:00,Wednesday,Team1,3,3,2,1,0
2020-09-23 16:30:00,Wednesday,Team2,2,2,2,0,0
2020-09-23 17:00:00,Wednesday,Team1,4,3,3,0,1
2020-09-23 17:00:00,Wednesday,Team8,0,0,0,0,0
2020-09-23 17:30:00,Wednesday,Team1,5,5,5,0,0
2020-09-23 18:00:00,Wednesday,Team1,1,1,1,0,0
2020-09-23 18:00:00,Wednesday,Team2,2,2,2,0,0
2020-09-23 18:30:00,Wednesday,Team1,2,2,2,0,0
2020-09-24 07:00:00,Thursday,Team1,1,1,1,0,0
2020-09-24 07:00:00,Thursday,Team2,1,1,1,0,0
2020-09-24 07:00:00,Thursday,Team4,1,1,1,0,0
2020-09-24 07:30:00,Thursday,Team1,4,4,4,0,0
2020-09-24 07:30:00,Thursday,Team3,1,1,1,0,0
2020-09-24 07:30:00,Thursday,Team4,1,1,1,0,0
2020-09-24 08:00:00,Thursday,Team1,7,7,7,0,0
2020-09-24 08:00:00,Thursday,Team3,1,1,1,0,0
2020-09-24 08:00:00,Thursday,Team2,3,2,1,1,1
2020-09-24 08:00:00,Thursday,Team4,3,3,3,0,0
2020-09-24 08:30:00,Thursday,Team1,7,7,7,0,0
2020-09-24 08:30:00,Thursday,Team1,1,1,1,0,0
2020-09-24 08:30:00,Thursday,Team3,1,1,1,0,0
2020-09-24 08:30:00,Thursday,Team2,2,2,2,0,0
2020-09-24 08:30:00,Thursday,Team5,1,1,1,0,0
2020-09-24 08:30:00,Thursday,Team4,4,4,4,0,0
2020-09-24 08:30:00,Thursday,Team7,1,1,1,0,0
2020-09-24 09:00:00,Thursday,Team1,16,16,13,3,0
2020-09-24 09:00:00,Thursday,Team3,7,6,6,0,0
2020-09-24 09:00:00,Thursday,Team2,4,4,4,0,0
2020-09-24 09:00:00,Thursday,Team5,2,2,2,0,0
2020-09-24 09:00:00,Thursday,Team4,5,5,5,0,0
2020-09-24 09:00:00,Thursday,Team7,2,2,2,0,0
2020-09-24 09:30:00,Thursday,Team6,1,1,1,0,0
2020-09-24 09:30:00,Thursday,Team1,12,11,10,1,1
2020-09-24 09:30:00,Thursday,Team3,4,4,4,0,0
2020-09-24 09:30:00,Thursday,Team2,5,5,5,0,0
2020-09-24 09:30:00,Thursday,Team9,1,1,1,0,0
2020-09-24 09:30:00,Thursday,Team4,4,4,4,0,0
2020-09-24 09:30:00,Thursday,Team7,1,0,0,0,1
2020-09-24 10:00:00,Thursday,Team6,1,1,1,0,0
2020-09-24 10:00:00,Thursday,Team1,11,11,11,0,0
2020-09-24 10:00:00,Thursday,Team3,1,1,1,0,0
2020-09-24 10:00:00,Thursday,Team2,3,3,3,0,0
2020-09-24 10:00:00,Thursday,Team9,1,1,1,0,0
2020-09-24 10:00:00,Thursday,Team8,1,1,1,0,0
2020-09-24 10:00:00,Thursday,Team4,2,2,2,0,0
2020-09-24 10:30:00,Thursday,Team1,9,9,8,1,0
2020-09-24 10:30:00,Thursday,Team3,3,3,3,0,0
2020-09-24 10:30:00,Thursday,Team2,8,8,8,0,0
2020-09-24 10:30:00,Thursday,Team8,1,1,1,0,0
2020-09-24 10:30:00,Thursday,Team5,2,2,2,0,0
2020-09-24 10:30:00,Thursday,Team4,1,1,1,0,0
2020-09-24 10:30:00,Thursday,Team7,2,2,2,0,0
2020-09-24 11:00:00,Thursday,Team1,4,4,4,0,0
2020-09-24 11:00:00,Thursday,Team3,4,4,4,0,0
2020-09-24 11:00:00,Thursday,Team2,5,5,5,0,0
2020-09-24 11:00:00,Thursday,Team5,0,0,0,0,0
2020-09-24 11:30:00,Thursday,Team6,2,2,2,0,0
2020-09-24 11:30:00,Thursday,Team1,11,11,8,3,0
2020-09-24 11:30:00,Thursday,Team3,4,4,3,1,0
2020-09-24 11:30:00,Thursday,Team2,5,5,5,0,0
2020-09-24 11:30:00,Thursday,Team5,1,1,1,0,0
2020-09-24 11:30:00,Thursday,Team4,1,1,1,0,0
2020-09-24 11:30:00,Thursday,Team7,5,4,3,1,1
2020-09-24 12:00:00,Thursday,Team1,6,5,2,3,1
2020-09-24 12:00:00,Thursday,Team3,2,2,2,0,0
2020-09-24 12:00:00,Thursday,Team2,5,5,5,0,0
2020-09-24 12:00:00,Thursday,Team5,1,1,1,0,0
2020-09-24 12:00:00,Thursday,Team4,2,2,1,1,0
2020-09-24 12:30:00,Thursday,Team6,1,1,1,0,0
2020-09-24 12:30:00,Thursday,Team1,12,12,7,5,0
2020-09-24 12:30:00,Thursday,Team3,2,2,2,0,0
2020-09-24 12:30:00,Thursday,Team2,4,4,4,0,0
2020-09-24 12:30:00,Thursday,Team5,1,1,1,0,0
2020-09-24 12:30:00,Thursday,Team4,3,3,3,0,0
2020-09-24 13:00:00,Thursday,Team1,8,8,6,2,0
2020-09-24 13:00:00,Thursday,Team3,3,3,3,0,0
2020-09-24 13:00:00,Thursday,Team2,3,3,3,0,0
2020-09-24 13:00:00,Thursday,Team8,1,1,1,0,0
2020-09-24 13:00:00,Thursday,Team4,3,3,3,0,0
2020-09-24 13:00:00,Thursday,Team7,1,0,0,0,1
2020-09-24 13:30:00,Thursday,Team1,9,9,9,0,0
2020-09-24 13:30:00,Thursday,Team3,4,4,3,1,0
2020-09-24 13:30:00,Thursday,Team5,1,1,1,0,0
2020-09-24 13:30:00,Thursday,Team4,4,4,4,0,0
2020-09-24 14:00:00,Thursday,Team6,1,1,1,0,0
2020-09-24 14:00:00,Thursday,Team1,7,7,7,0,0
2020-09-24 14:00:00,Thursday,Team3,4,4,4,0,0
2020-09-24 14:00:00,Thursday,Team2,1,1,1,0,0
2020-09-24 14:00:00,Thursday,Team4,4,4,4,0,0
2020-09-24 14:00:00,Thursday,Team7,1,1,1,0,0
2020-09-24 14:30:00,Thursday,Team1,10,10,4,6,0
2020-09-24 14:30:00,Thursday,Team3,4,3,3,0,0
2020-09-24 14:30:00,Thursday,Team2,4,4,4,0,0
2020-09-24 14:30:00,Thursday,Team8,1,1,1,0,0
2020-09-24 14:30:00,Thursday,Team5,1,1,0,1,0
2020-09-24 14:30:00,Thursday,Team4,3,3,3,0,0
2020-09-24 14:30:00,Thursday,Team7,2,2,2,0,0
2020-09-24 15:00:00,Thursday,Team6,1,1,1,0,0
2020-09-24 15:00:00,Thursday,Team1,12,11,4,7,1
2020-09-24 15:00:00,Thursday,Team3,3,3,2,1,0
2020-09-24 15:00:00,Thursday,Team2,2,2,1,1,0
2020-09-24 15:00:00,Thursday,Team5,1,1,1,0,0
2020-09-24 15:00:00,Thursday,Team4,5,5,3,2,0
2020-09-24 15:00:00,Thursday,Team7,2,2,2,0,0
2020-09-24 15:30:00,Thursday,Team1,8,8,5,3,0
2020-09-24 15:30:00,Thursday,Team3,5,4,2,2,1
2020-09-24 15:30:00,Thursday,Team2,2,2,2,0,0
2020-09-24 15:30:00,Thursday,Team8,1,1,1,0,0
2020-09-24 15:30:00,Thursday,Team4,4,3,1,2,1
2020-09-24 15:30:00,Thursday,Team7,1,1,1,0,0
2020-09-24 16:00:00,Thursday,Team1,9,7,0,7,2
2020-09-24 16:00:00,Thursday,Team3,1,1,1,0,0
2020-09-24 16:00:00,Thursday,Team2,5,5,2,3,0
2020-09-24 16:00:00,Thursday,Team4,2,0,0,0,2
2020-09-24 16:30:00,Thursday,Team1,8,3,0,3,5
2020-09-24 16:30:00,Thursday,Team2,4,4,4,0,0
2020-09-24 16:30:00,Thursday,Team9,1,1,1,0,0
2020-09-24 16:30:00,Thursday,Team5,0,0,0,0,0
2020-09-24 17:00:00,Thursday,Team1,4,3,2,1,1
2020-09-24 17:00:00,Thursday,Team3,1,1,1,0,0
2020-09-24 17:00:00,Thursday,Team2,2,2,2,0,0
2020-09-24 17:30:00,Thursday,Team1,4,2,1,1,2
2020-09-24 17:30:00,Thursday,Team3,1,1,1,0,0
2020-09-24 17:30:00,Thursday,Team9,2,2,2,0,0
2020-09-24 17:30:00,Thursday,Team8,1,1,1,0,0
2020-09-24 18:00:00,Thursday,Team1,2,2,1,1,0
2020-09-24 18:30:00,Thursday,Team1,1,1,1,0,0
2020-09-24 18:30:00,Thursday,Team2,2,2,1,1,0
2020-09-25 07:00:00,Friday,Team1,2,2,2,0,0
2020-09-25 07:30:00,Friday,Team1,6,6,5,1,0
2020-09-25 07:30:00,Friday,Team2,1,1,1,0,0
2020-09-25 07:30:00,Friday,Team5,0,0,0,0,0
2020-09-25 07:30:00,Friday,Team4,1,1,1,0,0
2020-09-25 08:00:00,Friday,Team6,1,1,1,0,0
2020-09-25 08:00:00,Friday,Team1,6,6,6,0,0
2020-09-25 08:00:00,Friday,Team3,1,1,1,0,0
2020-09-25 08:00:00,Friday,Team2,1,1,0,1,0
2020-09-25 08:00:00,Friday,Team4,2,2,2,0,0
2020-09-25 08:30:00,Friday,Team1,8,8,7,1,0
2020-09-25 08:30:00,Friday,Team3,3,3,3,0,0
2020-09-25 08:30:00,Friday,Team2,1,1,1,0,0
2020-09-25 08:30:00,Friday,Team5,2,2,2,0,0
2020-09-25 09:00:00,Friday,Team1,8,8,8,0,0
2020-09-25 09:00:00,Friday,Team3,7,7,7,0,0
2020-09-25 09:00:00,Friday,Team2,2,2,2,0,0
2020-09-25 09:00:00,Friday,Team9,1,1,1,0,0
2020-09-25 09:00:00,Friday,Team5,0,0,0,0,0
2020-09-25 09:00:00,Friday,Team4,2,2,2,0,0
2020-09-25 09:30:00,Friday,Team1,11,11,9,2,0
2020-09-25 09:30:00,Friday,Team3,4,4,2,2,0
2020-09-25 09:30:00,Friday,Team2,5,5,5,0,0
2020-09-25 09:30:00,Friday,Team4,2,2,2,0,0
2020-09-25 10:00:00,Friday,Team1,10,9,7,2,1
2020-09-25 10:00:00,Friday,Team3,5,5,4,1,0
2020-09-25 10:00:00,Friday,Team2,5,5,5,0,0
2020-09-25 10:00:00,Friday,Team4,2,2,2,0,0
2020-09-25 10:30:00,Friday,Team1,6,6,6,0,0
2020-09-25 10:30:00,Friday,Team1,1,1,1,0,0
2020-09-25 10:30:00,Friday,Team3,7,7,6,1,0
2020-09-25 10:30:00,Friday,Team2,5,5,5,0,0
2020-09-25 10:30:00,Friday,Team4,5,5,5,0,0
2020-09-25 11:00:00,Friday,Team1,10,10,9,1,0
2020-09-25 11:00:00,Friday,Team3,1,1,1,0,0
2020-09-25 11:00:00,Friday,Team2,2,2,2,0,0
2020-09-25 11:00:00,Friday,Team9,1,1,1,0,0
2020-09-25 11:00:00,Friday,Team5,1,1,1,0,0
2020-09-25 11:00:00,Friday,Team4,1,1,1,0,0
2020-09-25 11:30:00,Friday,Team1,12,10,4,6,2
2020-09-25 11:30:00,Friday,Team3,1,1,0,1,0
2020-09-25 11:30:00,Friday,Team2,1,1,1,0,0
2020-09-25 11:30:00,Friday,Team9,1,1,1,0,0
2020-09-25 11:30:00,Friday,Team4,1,1,1,0,0
2020-09-25 11:30:00,Friday,Team7,2,2,0,2,0
2020-09-25 12:00:00,Friday,Team1,7,7,2,5,0
2020-09-25 12:00:00,Friday,Team3,3,3,3,0,0
2020-09-25 12:00:00,Friday,Team2,0,0,0,0,0
2020-09-25 12:00:00,Friday,Team5,1,1,1,0,0
2020-09-25 12:00:00,Friday,Team4,2,2,2,0,0
2020-09-25 12:00:00,Friday,Team7,1,1,1,0,0
2020-09-25 12:30:00,Friday,Team6,1,1,1,0,0
2020-09-25 12:30:00,Friday,Team1,3,2,2,0,1
2020-09-25 12:30:00,Friday,Team3,6,6,5,1,0
2020-09-25 13:00:00,Friday,Team6,1,1,1,0,0
2020-09-25 13:00:00,Friday,Team1,13,13,10,3,0
2020-09-25 13:00:00,Friday,Team3,5,4,2,2,1
2020-09-25 13:00:00,Friday,Team2,3,3,3,0,0
2020-09-25 13:00:00,Friday,Team4,3,3,3,0,0
2020-09-25 13:00:00,Friday,Team7,1,1,1,0,0
2020-09-25 13:30:00,Friday,Team6,1,1,1,0,0
2020-09-25 13:30:00,Friday,Team1,13,12,9,3,1
2020-09-25 13:30:00,Friday,Team3,4,4,3,1,0
2020-09-25 13:30:00,Friday,Team2,2,2,2,0,0
2020-09-25 13:30:00,Friday,Team5,2,2,2,0,0
2020-09-25 13:30:00,Friday,Team4,5,5,5,0,0
2020-09-25 14:00:00,Friday,Team1,11,10,5,5,1
