Interval Start Time,day of week,Team Name,Calls_Responsible,Handled,Calls Handled < Service Level,Calls Handled > Service Level,Abandoned_at_Fault
2020-09-25 14:00:00,Friday,Team3,3,3,2,1,0
2020-09-25 14:00:00,Friday,Team2,4,4,4,0,0
2020-09-25 14:00:00,Friday,Team5,0,0,0,0,0
2020-09-25 14:00:00,Friday,Team4,3,3,3,0,0
2020-09-25 14:00:00,Friday,Team7,1,1,1,0,0
2020-09-25 14:30:00,Friday,Team1,14,12,4,8,2
2020-09-25 14:30:00,Friday,Team3,5,5,5,0,0
2020-09-25 14:30:00,Friday,Team2,3,3,3,0,0
2020-09-25 14:30:00,Friday,Team4,3,3,3,0,0
2020-09-25 15:00:00,Friday,Team1,9,6,1,5,3
2020-09-25 15:00:00,Friday,Team3,4,4,3,1,0
2020-09-25 15:00:00,Friday,Team2,3,3,3,0,0
2020-09-25 15:00:00,Friday,Team9,1,1,1,0,0
2020-09-25 15:00:00,Friday,Team5,3,3,3,0,0
2020-09-25 15:00:00,Friday,Team4,2,2,2,0,0
2020-09-25 15:30:00,Friday,Team1,9,8,2,6,1
2020-09-25 15:30:00,Friday,Team2,1,1,1,0,0
2020-09-25 15:30:00,Friday,Team5,1,1,0,1,0
2020-09-25 15:30:00,Friday,Team4,1,1,1,0,0
2020-09-25 16:00:00,Friday,Team1,8,4,2,2,4
2020-09-25 16:00:00,Friday,Team3,3,3,3,0,0
2020-09-25 16:00:00,Friday,Team2,5,5,5,0,0
2020-09-25 16:00:00,Friday,Team8,1,1,0,1,0
2020-09-25 16:00:00,Friday,Team4,3,0,0,0,3
2020-09-25 16:30:00,Friday,Team1,7,6,2,4,1
2020-09-25 16:30:00,Friday,Team2,1,1,1,0,0
2020-09-25 16:30:00,Friday,Team8,1,1,1,0,0
2020-09-25 17:00:00,Friday,Team1,1,1,0,1,0
2020-09-25 17:00:00,Friday,Team9,2,2,2,0,0
2020-09-25 17:30:00,Friday,Team1,4,3,2,1,1
2020-09-25 17:30:00,Friday,Team2,1,1,1,0,0
2020-09-25 17:30:00,Friday,Team8,1,1,1,0,0
2020-09-25 18:00:00,Friday,Team1,2,2,2,0,0
2020-09-28 07:00:00,Monday,Team1,1,1,1,0,0
2020-09-28 07:00:00,Monday,Team2,3,3,3,0,0
2020-09-28 07:00:00,Monday,Team4,2,2,2,0,0
2020-09-28 07:30:00,Monday,Team1,5,5,5,0,0
2020-09-28 07:30:00,Monday,Team3,1,1,1,0,0
2020-09-28 07:30:00,Monday,Team2,1,1,1,0,0
2020-09-28 07:30:00,Monday,Team4,1,1,1,0,0
2020-09-28 07:30:00,Monday,Team7,1,1,1,0,0
2020-09-28 08:00:00,Monday,Team1,5,4,3,1,1
2020-09-28 08:00:00,Monday,Team3,2,2,2,0,0
2020-09-28 08:30:00,Monday,Team1,10,10,8,2,0
2020-09-28 08:30:00,Monday,Team3,2,2,2,0,0
2020-09-28 08:30:00,Monday,Team2,2,2,2,0,0
2020-09-28 08:30:00,Monday,Team5,0,0,0,0,0
2020-09-28 08:30:00,Monday,Team4,2,2,1,1,0
2020-09-28 08:30:00,Monday,PlanReview,1,1,1,0,0
2020-09-28 09:00:00,Monday,Team1,12,11,10,1,1
2020-09-28 09:00:00,Monday,Team3,4,4,4,0,0
2020-09-28 09:00:00,Monday,Team2,2,2,2,0,0
2020-09-28 09:00:00,Monday,Team5,1,1,1,0,0
2020-09-28 09:00:00,Monday,Team4,2,2,2,0,0
2020-09-28 09:30:00,Monday,Team6,1,1,1,0,0
2020-09-28 09:30:00,Monday,Team1,13,12,6,6,1
2020-09-28 09:30:00,Monday,Team2,4,4,4,0,0
2020-09-28 09:30:00,Monday,Team5,2,2,2,0,0
2020-09-28 09:30:00,Monday,Team4,5,5,5,0,0
2020-09-28 09:30:00,Monday,Team7,1,1,1,0,0
2020-09-28 10:00:00,Monday,Team1,21,19,13,6,2
2020-09-28 10:00:00,Monday,Team3,4,4,4,0,0
2020-09-28 10:00:00,Monday,Team2,6,6,6,0,0
2020-09-28 10:00:00,Monday,Team4,3,3,3,0,0
2020-09-28 10:30:00,Monday,Team1,11,11,8,3,0
2020-09-28 10:30:00,Monday,Team2,3,3,3,0,0
2020-09-28 10:30:00,Monday,Team8,1,1,1,0,0
2020-09-28 10:30:00,Monday,Team5,1,1,1,0,0
2020-09-28 10:30:00,Monday,Team4,5,5,5,0,0
2020-09-28 10:30:00,Monday,Team7,1,1,1,0,0
2020-09-28 11:00:00,Monday,Team6,1,1,1,0,0
2020-09-28 11:00:00,Monday,Team1,13,13,10,3,0
2020-09-28 11:00:00,Monday,Team3,5,5,5,0,0
2020-09-28 11:00:00,Monday,Team2,4,4,4,0,0
2020-09-28 11:00:00,Monday,Team5,1,1,1,0,0
2020-09-28 11:00:00,Monday,Team4,5,5,4,1,0
2020-09-28 11:00:00,Monday,Team7,1,1,1,0,0
2020-09-28 11:30:00,Monday,Team1,8,7,3,4,1
2020-09-28 11:30:00,Monday,Team3,2,2,2,0,0
2020-09-28 11:30:00,Monday,Team2,5,5,5,0,0
2020-09-28 11:30:00,Monday,Team8,2,2,2,0,0
2020-09-28 11:30:00,Monday,Team5,3,3,3,0,0
2020-09-28 11:30:00,Monday,Team4,2,2,2,0,0
2020-09-28 12:00:00,Monday,Team1,10,7,2,5,3
2020-09-28 12:00:00,Monday,Team3,1,1,1,0,0
2020-09-28 12:00:00,Monday,Team2,1,1,1,0,0
2020-09-28 12:00:00,Monday,Team5,3,3,3,0,0
2020-09-28 12:30:00,Monday,Team1,10,10,7,3,0
2020-09-28 12:30:00,Monday,Team3,3,3,3,0,0
2020-09-28 12:30:00,Monday,Team2,6,6,6,0,0
2020-09-28 12:30:00,Monday,Team4,2,2,2,0,0
2020-09-28 12:30:00,Monday,Team7,1,1,1,0,0
2020-09-28 13:00:00,Monday,Team1,15,15,15,0,0
2020-09-28 13:00:00,Monday,Team3,4,4,3,1,0
2020-09-28 13:00:00,Monday,Team2,3,3,3,0,0
2020-09-28 13:00:00,Monday,Team9,1,1,1,0,0
2020-09-28 13:00:00,Monday,Team8,2,2,2,0,0
2020-09-28 13:00:00,Monday,Team5,2,2,1,1,0
2020-09-28 13:00:00,Monday,Team4,2,2,2,0,0
2020-09-28 13:00:00,Monday,Team7,1,1,1,0,0
2020-09-28 13:30:00,Monday,Team1,11,11,11,0,0
2020-09-28 13:30:00,Monday,Team3,2,2,2,0,0
2020-09-28 13:30:00,Monday,Team2,6,6,6,0,0
2020-09-28 13:30:00,Monday,Team9,1,1,1,0,0
2020-09-28 13:30:00,Monday,Team5,0,0,0,0,0
2020-09-28 13:30:00,Monday,Team4,7,7,7,0,0
2020-09-28 14:00:00,Monday,Team1,14,9,5,4,5
2020-09-28 14:00:00,Monday,Team3,3,3,3,0,0
2020-09-28 14:00:00,Monday,Team2,9,9,9,0,0
2020-09-28 14:00:00,Monday,Team9,1,1,1,0,0
2020-09-28 14:00:00,Monday,Team5,2,2,2,0,0
2020-09-28 14:00:00,Monday,Team4,1,1,1,0,0
2020-09-28 14:00:00,Monday,Team7,1,1,1,0,0
2020-09-28 14:30:00,Monday,Team6,1,1,1,0,0
2020-09-28 14:30:00,Monday,Team1,12,8,0,8,4
2020-09-28 14:30:00,Monday,Team3,2,2,2,0,0
2020-09-28 14:30:00,Monday,Team2,4,4,4,0,0
2020-09-28 14:30:00,Monday,Team4,4,4,4,0,0
2020-09-28 15:00:00,Monday,Team6,1,1,1,0,0
2020-09-28 15:00:00,Monday,Team1,11,11,5,6,0
2020-09-28 15:00:00,Monday,Team2,2,2,2,0,0
2020-09-28 15:00:00,Monday,Team4,5,5,5,0,0
2020-09-28 15:00:00,Monday,Team7,2,2,2,0,0
2020-09-28 15:30:00,Monday,Team1,10,10,4,6,0
2020-09-28 15:30:00,Monday,Team3,1,1,1,0,0
2020-09-28 15:30:00,Monday,Team2,1,1,1,0,0
2020-09-28 15:30:00,Monday,Team8,1,1,1,0,0
2020-09-28 15:30:00,Monday,Team5,1,1,1,0,0
2020-09-28 15:30:00,Monday,Team4,2,2,2,0,0
2020-09-28 16:00:00,Monday,Team1,8,7,3,4,1
2020-09-28 16:00:00,Monday,Team3,1,1,1,0,0
2020-09-28 16:00:00,Monday,Team5,1,1,1,0,0
2020-09-28 16:00:00,Monday,Team4,3,2,2,0,1
2020-09-28 16:00:00,Monday,Team7,1,1,1,0,0
2020-09-28 16:30:00,Monday,Team1,7,2,0,2,5
2020-09-28 16:30:00,Monday,Team3,1,1,1,0,0
2020-09-28 16:30:00,Monday,Team2,2,2,2,0,0
2020-09-28 17:00:00,Monday,Team1,4,4,1,3,0
2020-09-28 17:00:00,Monday,Team2,1,1,1,0,0
2020-09-28 17:30:00,Monday,Team1,3,3,1,2,0
2020-09-28 17:30:00,Monday,Team2,2,2,2,0,0
2020-09-28 18:00:00,Monday,Team1,3,2,0,2,1
2020-09-28 18:00:00,Monday,Team3,1,0,0,0,1
2020-09-28 18:30:00,Monday,Team1,4,3,1,2,1
2020-09-29 07:00:00,Tuesday,Team1,1,1,1,0,0
2020-09-29 07:30:00,Tuesday,Team1,1,1,1,0,0
2020-09-29 07:30:00,Tuesday,Team2,2,2,2,0,0
2020-09-29 07:30:00,Tuesday,Team7,1,1,1,0,0
2020-09-29 08:00:00,Tuesday,Team1,6,6,6,0,0
2020-09-29 08:00:00,Tuesday,Team3,4,4,4,0,0
2020-09-29 08:00:00,Tuesday,Team2,2,2,2,0,0
2020-09-29 08:00:00,Tuesday,Team4,2,2,2,0,0
2020-09-29 08:30:00,Tuesday,Team1,12,10,7,3,2
2020-09-29 08:30:00,Tuesday,Team3,1,1,1,0,0
2020-09-29 08:30:00,Tuesday,Team2,4,4,4,0,0
2020-09-29 08:30:00,Tuesday,Team4,3,3,1,2,0
2020-09-29 09:00:00,Tuesday,Team6,1,1,1,0,0
2020-09-29 09:00:00,Tuesday,Team1,6,6,4,2,0
2020-09-29 09:00:00,Tuesday,Team3,1,1,1,0,0
2020-09-29 09:00:00,Tuesday,Team2,6,6,6,0,0
2020-09-29 09:00:00,Tuesday,Team9,1,1,1,0,0
2020-09-29 09:00:00,Tuesday,Team4,2,2,2,0,0
2020-09-29 09:00:00,Tuesday,Team7,2,2,2,0,0
2020-09-29 09:30:00,Tuesday,Team6,1,1,1,0,0
2020-09-29 09:30:00,Tuesday,Team1,9,9,8,1,0
2020-09-29 09:30:00,Tuesday,Team3,4,4,4,0,0
2020-09-29 09:30:00,Tuesday,Team2,2,2,2,0,0
2020-09-29 09:30:00,Tuesday,Team5,1,1,1,0,0
2020-09-29 09:30:00,Tuesday,Team4,1,1,1,0,0
2020-09-29 10:00:00,Tuesday,Team1,9,9,8,1,0
2020-09-29 10:00:00,Tuesday,Team3,6,6,6,0,0
2020-09-29 10:00:00,Tuesday,Team2,12,12,12,0,0
2020-09-29 10:00:00,Tuesday,Team8,1,1,0,1,0
2020-09-29 10:00:00,Tuesday,Team4,3,3,3,0,0
2020-09-29 10:00:00,Tuesday,Team7,4,3,3,0,1
2020-09-29 10:30:00,Tuesday,Team1,16,16,11,5,0
2020-09-29 10:30:00,Tuesday,Team3,3,3,3,0,0
2020-09-29 10:30:00,Tuesday,Team2,7,7,7,0,0
2020-09-29 10:30:00,Tuesday,Team5,1,1,1,0,0
2020-09-29 10:30:00,Tuesday,Team4,2,2,2,0,0
2020-09-29 10:30:00,Tuesday,Team7,3,3,2,1,0
2020-09-29 11:00:00,Tuesday,Team1,14,14,10,4,0
2020-09-29 11:00:00,Tuesday,Team3,6,6,6,0,0
2020-09-29 11:00:00,Tuesday,Team2,3,3,3,0,0
2020-09-29 11:00:00,Tuesday,Team8,1,1,1,0,0
2020-09-29 11:00:00,Tuesday,Team5,1,1,0,1,0
2020-09-29 11:00:00,Tuesday,Team4,8,8,4,4,0
2020-09-29 11:00:00,Tuesday,Team7,2,2,2,0,0
2020-09-29 11:30:00,Tuesday,Team1,9,9,1,8,0
2020-09-29 11:30:00,Tuesday,Team3,5,5,5,0,0
2020-09-29 11:30:00,Tuesday,Team2,3,3,3,0,0
2020-09-29 11:30:00,Tuesday,Team5,3,3,2,1,0
2020-09-29 11:30:00,Tuesday,Team4,2,1,0,1,1
2020-09-29 11:30:00,Tuesday,Team7,1,1,1,0,0
2020-09-29 12:00:00,Tuesday,Team1,9,9,0,9,0
2020-09-29 12:00:00,Tuesday,Team3,2,2,2,0,0
2020-09-29 12:00:00,Tuesday,Team2,4,3,2,1,1
2020-09-29 12:00:00,Tuesday,Team9,1,1,1,0,0
2020-09-29 12:00:00,Tuesday,Team5,2,2,2,0,0
2020-09-29 12:00:00,Tuesday,Team4,3,3,1,2,0
2020-09-29 12:00:00,Tuesday,Team7,2,2,2,0,0
2020-09-29 12:30:00,Tuesday,Team1,8,8,4,4,0
2020-09-29 12:30:00,Tuesday,Team3,1,1,1,0,0
2020-09-29 12:30:00,Tuesday,Team2,3,3,2,1,0
2020-09-29 12:30:00,Tuesday,Team9,2,2,2,0,0
2020-09-29 12:30:00,Tuesday,Team8,0,0,0,0,0
2020-09-29 13:00:00,Tuesday,Team1,5,5,5,0,0
2020-09-29 13:00:00,Tuesday,Team3,9,9,9,0,0
2020-09-29 13:00:00,Tuesday,Team2,1,1,1,0,0
2020-09-29 13:00:00,Tuesday,Team5,1,1,1,0,0
2020-09-29 13:00:00,Tuesday,Team4,1,1,1,0,0
2020-09-29 13:00:00,Tuesday,Team7,1,1,1,0,0
2020-09-29 13:30:00,Tuesday,Team1,13,12,10,2,1
2020-09-29 13:30:00,Tuesday,Team3,6,6,6,0,0
2020-09-29 13:30:00,Tuesday,Team2,1,1,1,0,0
2020-09-29 13:30:00,Tuesday,Team4,2,2,2,0,0
2020-09-29 13:30:00,Tuesday,Team7,1,1,1,0,0
2020-09-29 14:00:00,Tuesday,Team1,1,0,0,0,1
2020-09-29 14:00:00,Tuesday,Team3,3,3,3,0,0
2020-09-29 14:00:00,Tuesday,Team2,3,3,3,0,0
2020-09-29 14:00:00,Tuesday,Team5,2,2,1,1,0
2020-09-29 14:00:00,Tuesday,Team4,2,2,2,0,0
2020-09-29 14:30:00,Tuesday,Team3,3,3,3,0,0
2020-09-29 14:30:00,Tuesday,Team2,5,5,5,0,0
2020-09-29 14:30:00,Tuesday,Team9,1,1,1,0,0
2020-09-29 14:30:00,Tuesday,Team5,1,1,1,0,0
2020-09-29 14:30:00,Tuesday,Team4,6,6,5,1,0
2020-09-29 15:00:00,Tuesday,Team1,10,10,7,3,0
2020-09-29 15:00:00,Tuesday,Team3,4,4,4,0,0
2020-09-29 15:00:00,Tuesday,Team2,6,6,6,0,0
2020-09-29 15:00:00,Tuesday,Team9,2,2,2,0,0
2020-09-29 15:00:00,Tuesday,Team5,2,2,2,0,0
2020-09-29 15:30:00,Tuesday,Team1,10,10,9,1,0
2020-09-29 15:30:00,Tuesday,Team3,2,2,2,0,0
2020-09-29 15:30:00,Tuesday,Team2,1,1,1,0,0
2020-09-29 15:30:00,Tuesday,Team8,1,1,1,0,0
2020-09-29 15:30:00,Tuesday,Team5,1,1,1,0,0
2020-09-29 15:30:00,Tuesday,Team4,3,3,2,1,0
2020-09-29 16:00:00,Tuesday,Team1,8,6,5,1,2
2020-09-29 16:00:00,Tuesday,Team3,5,5,3,2,0
2020-09-29 16:00:00,Tuesday,Team8,1,1,0,1,0
2020-09-29 16:00:00,Tuesday,Team5,1,1,1,0,0
2020-09-29 16:00:00,Tuesday,Team7,1,1,1,0,0
2020-09-29 16:30:00,Tuesday,Team2,3,3,3,0,0
2020-09-29 17:00:00,Tuesday,Team3,1,1,1,0,0
2020-09-29 17:00:00,Tuesday,Team2,1,1,1,0,0
2020-09-29 18:00:00,Tuesday,Team2,1,1,0,1,0
2020-09-30 07:00:00,Wednesday,Team1,3,3,3,0,0
2020-09-30 07:30:00,Wednesday,Team1,3,3,2,1,0
2020-09-30 07:30:00,Wednesday,Team3,1,1,1,0,0
2020-09-30 07:30:00,Wednesday,Team2,1,1,1,0,0
2020-09-30 07:30:00,Wednesday,Team7,1,1,1,0,0
2020-09-30 08:00:00,Wednesday,Team6,1,1,1,0,0
2020-09-30 08:00:00,Wednesday,Team1,4,4,2,2,0
2020-09-30 08:00:00,Wednesday,Team3,3,3,3,0,0
2020-09-30 08:00:00,Wednesday,Team2,1,1,1,0,0
2020-09-30 08:00:00,Wednesday,Team4,3,3,3,0,0
2020-09-30 08:30:00,Wednesday,Team1,14,14,13,1,0
2020-09-30 08:30:00,Wednesday,Team3,4,4,4,0,0
2020-09-30 08:30:00,Wednesday,Team2,5,5,5,0,0
2020-09-30 08:30:00,Wednesday,Team9,1,1,1,0,0
2020-09-30 08:30:00,Wednesday,Team4,3,3,3,0,0
2020-09-30 08:30:00,Wednesday,Team7,2,2,1,1,0
2020-09-30 09:00:00,Wednesday,Team6,1,1,1,0,0
2020-09-30 09:00:00,Wednesday,Team1,13,11,3,8,2
2020-09-30 09:00:00,Wednesday,Team3,2,2,2,0,0
2020-09-30 09:00:00,Wednesday,Team2,4,4,3,1,0
2020-09-30 09:00:00,Wednesday,Team5,3,3,3,0,0
2020-09-30 09:00:00,Wednesday,Team4,7,7,7,0,0
2020-09-30 09:00:00,Wednesday,Team7,2,2,2,0,0
2020-09-30 09:30:00,Wednesday,Team1,14,11,3,8,3
2020-09-30 09:30:00,Wednesday,Team3,4,4,4,0,0
2020-09-30 09:30:00,Wednesday,Team2,5,5,2,3,0
2020-09-30 09:30:00,Wednesday,Team9,2,2,2,0,0
2020-09-30 09:30:00,Wednesday,Team4,8,8,8,0,0
2020-09-30 09:30:00,Wednesday,Team7,1,1,1,0,0
2020-09-30 10:00:00,Wednesday,Team1,8,8,6,2,0
2020-09-30 10:00:00,Wednesday,Team3,6,6,6,0,0
2020-09-30 10:00:00,Wednesday,Team2,8,8,6,2,0
2020-09-30 10:00:00,Wednesday,Team5,2,2,2,0,0
2020-09-30 10:00:00,Wednesday,Team4,2,2,2,0,0
2020-09-30 10:30:00,Wednesday,Team1,11,11,11,0,0
2020-09-30 10:30:00,Wednesday,Team3,4,4,4,0,0
2020-09-30 10:30:00,Wednesday,Team2,6,6,6,0,0
2020-09-30 10:30:00,Wednesday,Team4,2,2,2,0,0
2020-09-30 11:00:00,Wednesday,Team6,1,1,1,0,0
2020-09-30 11:00:00,Wednesday,Team1,9,9,8,1,0
2020-09-30 11:00:00,Wednesday,Team3,2,2,2,0,0
2020-09-30 11:00:00,Wednesday,Team2,3,3,3,0,0
2020-09-30 11:00:00,Wednesday,Team5,1,1,1,0,0
2020-09-30 11:00:00,Wednesday,Team4,1,1,1,0,0
2020-09-30 11:30:00,Wednesday,Team6,1,1,1,0,0
2020-09-30 11:30:00,Wednesday,Team1,8,8,8,0,0
2020-09-30 11:30:00,Wednesday,Team3,3,3,3,0,0
2020-09-30 11:30:00,Wednesday,Team2,3,3,3,0,0
2020-09-30 11:30:00,Wednesday,Team5,3,3,3,0,0
2020-09-30 11:30:00,Wednesday,Team4,2,2,2,0,0
2020-09-30 11:30:00,Wednesday,Team7,1,1,1,0,0
2020-09-30 12:00:00,Wednesday,Team1,8,8,5,3,0
2020-09-30 12:00:00,Wednesday,Team3,1,1,1,0,0
2020-09-30 12:00:00,Wednesday,Team2,2,2,2,0,0
2020-09-30 12:00:00,Wednesday,Team8,0,0,0,0,0
2020-09-30 12:00:00,Wednesday,Team5,1,1,1,0,0
2020-09-30 12:00:00,Wednesday,Team4,1,1,1,0,0
2020-09-30 12:30:00,Wednesday,Team1,10,10,8,2,0
2020-09-30 12:30:00,Wednesday,Team3,3,3,3,0,0
2020-09-30 12:30:00,Wednesday,Team2,1,1,1,0,0
2020-09-30 12:30:00,Wednesday,Team5,1,1,1,0,0
2020-09-30 13:00:00,Wednesday,Team1,16,14,11,3,2
2020-09-30 13:00:00,Wednesday,Team3,4,4,4,0,0
2020-09-30 13:00:00,Wednesday,Team2,1,1,1,0,0
2020-09-30 13:00:00,Wednesday,Team5,1,1,1,0,0
2020-09-30 13:00:00,Wednesday,Team4,3,3,3,0,0
2020-09-30 13:30:00,Wednesday,Team6,1,1,1,0,0
2020-09-30 13:30:00,Wednesday,Team1,15,13,8,5,2
2020-09-30 13:30:00,Wednesday,Team3,3,3,3,0,0
2020-09-30 13:30:00,Wednesday,Team2,5,5,5,0,0
2020-09-30 13:30:00,Wednesday,Team9,1,1,1,0,0
2020-09-30 13:30:00,Wednesday,Team8,1,1,1,0,0
2020-09-30 13:30:00,Wednesday,Team5,1,1,1,0,0
2020-09-30 13:30:00,Wednesday,Team4,2,2,2,0,0
2020-09-30 14:00:00,Wednesday,Team1,8,8,5,3,0
2020-09-30 14:00:00,Wednesday,Team3,2,2,2,0,0
2020-09-30 14:00:00,Wednesday,Team2,2,2,2,0,0
2020-09-30 14:00:00,Wednesday,Team5,2,2,2,0,0
2020-09-30 14:00:00,Wednesday,Team4,3,3,3,0,0
2020-09-30 14:00:00,Wednesday,Team7,1,1,1,0,0
2020-09-30 14:30:00,Wednesday,Team6,1,1,1,0,0
2020-09-30 14:30:00,Wednesday,Team1,9,9,7,2,0
2020-09-30 14:30:00,Wednesday,Team3,5,5,3,2,0
2020-09-30 14:30:00,Wednesday,Team2,6,5,5,0,1
2020-09-30 14:30:00,Wednesday,Team8,0,0,0,0,0
2020-09-30 14:30:00,Wednesday,Team4,3,2,1,1,1
2020-09-30 15:00:00,Wednesday,Team1,10,10,8,2,0
2020-09-30 15:00:00,Wednesday,Team3,4,4,4,0,0
2020-09-30 15:00:00,Wednesday,Team2,5,4,3,1,1
2020-09-30 15:00:00,Wednesday,Team5,5,4,3,1,1
2020-09-30 15:00:00,Wednesday,Team4,1,1,1,0,0
2020-09-30 15:00:00,Wednesday,Team7,2,2,2,0,0
2020-09-30 15:30:00,Wednesday,Team1,9,9,9,0,0
2020-09-30 15:30:00,Wednesday,Team3,3,3,3,0,0
2020-09-30 15:30:00,Wednesday,Team2,2,2,1,1,0
2020-09-30 15:30:00,Wednesday,Team9,1,1,1,0,0
2020-09-30 15:30:00,Wednesday,Team5,2,2,2,0,0
2020-09-30 15:30:00,Wednesday,Team4,5,5,5,0,0
2020-09-30 15:30:00,Wednesday,Team7,1,1,0,1,0
2020-09-30 16:00:00,Wednesday,Team1,10,10,10,0,0
2020-09-30 16:00:00,Wednesday,Team3,2,2,2,0,0
2020-09-30 16:00:00,Wednesday,Team2,7,7,6,1,0
2020-09-30 16:00:00,Wednesday,Team8,1,1,1,0,0
2020-09-30 16:00:00,Wednesday,Team5,1,1,1,0,0
2020-09-30 16:00:00,Wednesday,Team4,3,3,3,0,0
2020-09-30 16:00:00,Wednesday,Team7,1,0,0,0,1
2020-09-30 16:30:00,Wednesday,Team1,4,4,4,0,0
2020-09-30 16:30:00,Wednesday,Team2,4,4,4,0,0
2020-09-30 17:00:00,Wednesday,Team1,1,1,1,0,0
2020-09-30 17:00:00,Wednesday,Team3,1,1,1,0,0
2020-09-30 17:00:00,Wednesday,Team2,0,0,0,0,0
2020-09-30 17:30:00,Wednesday,Team1,5,4,2,2,1
2020-09-30 17:30:00,Wednesday,Team3,1,1,1,0,0
2020-09-30 17:30:00,Wednesday,Team2,1,1,1,0,0
2020-09-30 17:30:00,Wednesday,Team9,1,1,1,0,0
2020-09-30 18:00:00,Wednesday,Team1,2,2,2,0,0
2020-09-30 18:00:00,Wednesday,Team2,3,3,3,0,0
2020-09-30 18:00:00,Wednesday,Team9,1,0,0,0,1
2020-09-30 18:30:00,Wednesday,Team1,2,2,2,0,0
2020-09-30 18:30:00,Wednesday,Team2,1,1,0,1,0
